STATION	LONGITUDE	LATITUDE	NOISE(NM/S)
SL.VOJS	13.888	46.032	211.428
XE.CNESE	16.084	39.894	105.077
NO.NB201	11.294	61.050	258.106
HL.SAP3	25.345	36.436	903.538
RO.MLR	25.945	45.491	96.402
CH.MUTEZ	7.649	47.506	364.180
BQ.BGG	7.336	50.205	307.473
KO.UVEZ	30.903	40.904	139.776
HA.ATAL	23.021	38.693	363.204
NL.G054	6.771	53.418	1629.904
GR.GEC7	13.714	48.835	152.391
CH.SULZ	8.112	47.528	270.144
SL.GBAS	14.443	45.935	146.931
IV.EPZF	14.857	37.824	271.786
FR.OGSI	6.757	46.056	300.711
RO.GZR	22.777	45.393	72.538
IV.PGHD	12.040	36.771	133.948
RO.ISR	26.543	45.119	174.824
NL.ARCN	6.194	51.501	495.739
Z6.HU10A	19.019	47.845	119.857
UP.UPP	17.623	59.858	235.998
LX.MESJ	-8.220	37.840	122.232
NO.ARB4	25.500	69.533	396.897
NL.G551	6.846	53.143	2066.511
NL.T033	6.792	52.430	1737.011
SL.VNDS	14.701	46.102	193.697
GR.GRC3	11.584	48.889	167.070
1Y.GR29	21.923	37.704	171.411
PM.MTE	-7.544	40.400	184.304
MN.VLC	10.386	44.159	127.315
GU.MGRO	7.808	44.043	202.154
CH.HAUIG	7.700	47.660	268.006
IV.MTGR	12.759	37.893	92.389
CH.VINZL	6.278	46.452	477.185
NL.G244	6.856	53.290	1796.532
GR.HLGB2	7.914	54.187	323.049
HL.IMMV	23.981	35.461	146.876
IV.RNI2	14.152	41.703	385.813
RD.LFF	0.740	44.940	533.815
RO.TPGR	28.420	44.856	174.035
GR.WET	12.880	49.145	155.170
NL.G343	6.765	53.253	1758.448
KO.POLA	32.168	39.700	7.399
NL.PPB3	4.670	52.653	4513.578
CZ.KRUC	16.395	49.062	138.094
RO.DRGR	22.711	46.792	103.907
KO.BLCB	27.042	38.385	91.269
NL.G702	6.538	53.241	2079.694
NL.ZH073	4.295	52.104	1528.139
NL.GK024	6.293	53.301	1746.960
1Y.MK02A	20.884	42.013	129.863
KO.BNN	35.847	38.852	105.336
QE.HNA3	4.958	60.609	499.738
NL.T052	6.906	52.381	1699.691
NL.G664	6.585	53.179	1935.894
IV.SRES	12.510	42.237	147.623
NO.NC204	10.763	61.276	247.247
FR.BESN	-1.614	49.374	683.085
IV.IMTC	13.876	40.721	181.200
KO.ARMT	28.866	40.568	86.522
CQ.XYLS	33.049	35.014	96.468
GE.MORC	17.543	49.777	128.310
NL.G493	6.731	53.176	1860.055
IV.LPDG	12.630	35.518	143.251
NO.ARD5	25.512	69.521	395.049
IV.CLTA	13.962	37.158	226.229
NS.SUE	4.760	61.057	650.333
IV.MARIO	13.433	37.954	145.591
KO.KAVV	29.060	41.064	184.841
PM.PESTR	-7.590	38.867	134.805
NL.G171	6.636	53.336	1862.161
IV.EMPL	14.970	37.679	206.353
HP.VVK	21.812	38.422	242.648
ES.ECAL	-6.737	41.941	89419949.354
NL.G281	6.729	53.272	2021.689
NL.G322	6.579	53.250	1868.343
GU.PCP	8.545	44.541	171.843
BW.MGS02	11.588	48.078	293.225
CH.PLONS	9.381	47.049	260.764
IV.VITU	14.630	41.183	134.757
EI.IMIC	-8.108	52.304	1833.375
GE.TIRR	28.413	44.458	114.233
NS.VBYGD	15.390	68.360	298.659
FR.LRVF	-0.310	44.948	463.995
BW.GRMB	11.264	48.141	nan
Y5.BH07A	18.036	43.751	181.841
FR.CHMF	6.652	47.248	340.130
NO.NC303	11.369	61.225	234.815
NL.ZH012	4.288	51.914	1929.862
NL.G594	6.988	53.116	1658.496
HA.AMPE	23.269	38.302	90.046
IV.PII	10.525	43.722	138.647
C4.CERN5	6.076	46.310	405.993
CA.CMAS	0.314	40.726	180.831
Z6.CP07A	20.297	49.336	147.066
NL.L2075	6.974	52.757	1606.462
NL.G132	6.669	53.349	1990.874
NL.G091	6.725	53.388	2084.180
FR.OG02	6.220	46.154	414.687
GR.GRA1	11.220	49.691	215.268
1Y.GR15	21.047	39.941	199.651
HL.THERA	25.475	36.367	184.186
NL.G573	7.022	53.135	1714.822
FR.DOU	4.595	50.096	378.873
IV.VMGN	11.533	43.955	84.263
NL.G683	6.635	53.235	1643.107
Y5.BH19A	19.093	44.398	417.159
FR.EILF	7.131	43.548	224.705
NL.G474	6.941	53.196	1544.405
FR.SAUF	5.106	43.938	341.662
FR.BEGF	-2.262	47.614	508.283
Y8.RO01A	23.715	46.235	139.133
NI.POLC	12.501	46.027	17.368
Z6.ME02A	19.122	43.156	213.076
Z6.A265A	17.795	46.424	255.184
NL.G361	6.924	53.265	1970.945
FR.BSCF	0.982	46.804	582.368
IV.SGG	14.379	41.387	136.815
CH.FULLY	7.136	46.156	293.459
HC.KNSS	25.180	35.304	188.393
NL.SPY3	6.784	53.410	4447.781
NL.G583	6.907	53.110	1935.112
FR.CRNF	-0.650	47.135	432.056
HC.STIA	26.091	35.202	297.800
PL.KSP	16.293	50.843	145.918
NL.L2085	6.919	52.669	4028.310
Z6.CP08A	20.272	49.272	113.983
HA.MDRA	23.466	38.061	172.772
MT.AVM	5.675	44.942	nan
NO.NC401	11.799	61.080	240.487
NL.G061	6.871	53.411	2382.220
BW.MANZ	12.108	49.986	157.275
IV.ECBD	15.086	37.780	199.575
NL.G391	6.724	53.225	1820.093
NL.G232	6.768	53.309	1784.288
FR.RUSF	5.482	43.929	311.421
FR.RIAF	-1.313	47.507	545.234
NL.G673	6.823	53.321	1698.445
Z6.AL06A	19.758	40.089	336.156
Y5.BH16A	18.089	44.726	139.676
CH.ROMAN	9.336	47.564	296.021
NL.N013	6.473	53.119	1732.086
RO.TUDR	27.669	45.594	323.271
NL.G484	7.029	53.197	1852.746
SX.MEINS	12.881	50.732	157.685
Z6.CP16A	20.540	48.342	132.925
FR.MLS	1.095	42.958	243.728
Y8.BG13A	27.729	42.088	153.522
IV.VTIR	14.424	40.806	94.049
HA.SERI	24.485	37.161	332.619
NL.G022	6.806	53.449	1936.553
NL.G181	6.722	53.331	1967.525
GE.BALJ	35.640	32.087	206.737
NL.FR013	5.887	53.142	2094.559
FR.GENF	1.572	42.823	221.951
GR.GOR1	11.307	52.990	239.889
NL.G694	6.644	53.213	1771.045
NL.GK011	6.247	53.291	1844.702
CA.CFON	2.435	41.761	235.781
GU.CIRO	7.568	45.602	167.562
IV.T0110	13.776	42.229	135.023
GU.TRAV	7.747	45.513	191.928
MN.BLY	17.184	44.749	126.416
NL.G463	6.850	53.198	1727.691
Y5.BH08A	18.008	44.236	166.637
MN.CUC	15.816	39.994	77.530
NL.VDM22	6.834	53.084	1647.120
IV.MRLC	15.489	40.756	119.591
FR.ILLF	7.254	47.683	353.895
KO.TVSB	29.462	39.450	97.465
NL.G564	6.931	53.148	1795.230
CH.EMMET	8.014	47.438	349.920
NO.ARA1	25.507	69.536	392.672
GE.RGN	13.321	54.548	241.368
FR.VALM	0.516	49.744	451.558
FR.HRSF	2.701	46.521	347.318
FR.SROF	-1.109	49.045	546.249
NL.G271	6.628	53.283	1918.982
NL.L2062	6.824	52.811	4006.696
IV.LAV9	12.699	41.678	76.510
GE.UJAP	35.464	31.952	219.633
NL.G043	6.675	53.415	1795.825
TH.MLFH	12.081	50.790	151.519
GU.PZZ	7.116	44.507	164.031
NL.HWF4	6.351	53.071	4089.946
XP.FR03A	3.246	46.612	559.953
IV.MGAB	12.112	42.913	135.881
NL.SL013	4.868	52.855	1481.584
RD.EPF	0.340	43.031	169.844
NL.G402	6.810	53.225	1841.353
Z6.PEJK	20.278	42.643	131.431
Y8.PL15A	21.476	50.231	146.046
IV.LNSS	13.040	42.603	115.143
NL.DR034	6.308	52.898	1642.843
SK.MODS	17.277	48.373	281.889
NL.N031	6.405	53.111	1635.142
Z6.A033A	13.126	47.480	155.940
IV.VAGA	14.234	41.415	120.389
NL.G651	6.954	53.169	1788.699
FR.GZNF	2.201	46.174	322.956
BE.MEM	6.010	50.609	300.143
MN.BZS	21.640	45.619	120.318
FO.ILLK	7.717	48.516	426.866
NL.G144	6.771	53.359	1763.950
NL.L1074	7.095	52.920	1312.964
GR.MILB	9.292	49.828	172.289
IV.CERT	12.982	41.949	95.036
NL.G441	6.684	53.204	1899.795
TH.MEHR	10.659	51.283	157.731
RO.CVD1	28.062	44.321	122.453
NL.GK033	6.306	53.283	1825.117
NL.ZH064	4.220	51.978	2013.061
HA.MRKA	23.586	38.705	94.349
HT.PSDA	20.584	38.114	491.565
NL.FR031	5.713	52.981	1971.222
HC.TEFL	25.163	35.093	1289.991
XE.TNOVA	16.261	39.975	93.205
IV.MFNL	12.922	37.791	92.047
NL.G354	6.862	53.255	1845.178
IV.CMPR	15.303	40.318	109.916
RO.BURAR	25.200	47.644	17.326
IV.AMUR	16.604	40.907	185.081
IV.EMFO	15.090	37.736	154.525
GU.RRL	6.791	44.921	223.525
IV.CSTH	14.149	40.829	207.540
Z4.PSIS5	-0.736	46.201	454.353
NL.L4113	6.631	53.033	49049.878
NS.LENS	9.734	63.496	251.528
FR.PYLO	-0.049	43.097	178.308
LX.GGNV	-9.150	38.718	101.458
NL.VKB	5.785	50.867	303.570
IV.IVCR	14.961	38.410	162.272
IV.CRTO	14.422	40.821	189.335
SK.ZST	17.102	48.196	6225.463
IV.AOI	13.602	43.550	155.824
NL.G253	6.943	53.308	1599.226
BE.BEBN	5.678	50.797	298.563
RO.CJR	23.598	46.713	96.029
NO.ARC3	25.523	69.533	398.719
NL.G612	6.681	53.382	1874.035
IV.EFIU	15.210	37.790	233.410
NL.T024	6.979	52.463	1600.391
1Y.GR20	21.746	39.235	154.229
GR.GRB4	11.559	49.468	162.599
SX.MULD	12.404	50.412	160.596
GB.ESK	-3.205	55.317	1136.659
NL.G563	6.931	53.148	1765.167
IV.POFI	13.712	41.717	86.871
MN.PDG	19.261	42.430	185.535
NL.G122	6.571	53.370	1846.190
HL.THI1	23.394	38.388	222.612
NL.G081	6.644	53.395	1893.806
HA.ERTR	23.786	38.407	103.624
TH.GERA	12.072	50.982	154.417
HA.STFN	23.544	38.177	288.571
Z6.CP06A	20.269	49.461	171.185
BW.PART	11.113	47.497	213.561
NL.L2065	6.823	52.810	4322.065
GE.DSB	-6.376	53.245	1614.595
CA.CBRU	2.179	42.284	253.475
IV.HVIT	14.522	36.993	116.475
NL.FR014	5.887	53.142	1850.191
Z6.ME03A	19.357	43.350	182.998
NL.G371	7.035	53.274	1790.041
Z6.A264A	17.290	46.160	336.639
FR.TURF	7.392	43.975	187.159
FR.VIEF	0.023	42.883	164.418
FR.CFF	3.111	45.763	367.567
NL.G464	6.850	53.198	1832.966
HE.KIF	20.804	69.043	581.134
Y5.BH18A	18.997	44.770	254.405
C4.CERNS	6.066	46.267	406.206
Z6.AL08A	20.102	41.105	228.226
FR.LABF	0.073	43.046	176.792
NL.ZH041	4.363	51.842	2162.639
NL.G693	6.644	53.213	1773.969
IV.BOSL	11.374	43.931	37.522
TH.KAMM	12.431	51.048	165.362
FR.CMPS	2.932	45.435	317.856
NL.G161	6.531	53.339	2082.180
GE.WLF	6.153	49.665	306.878
CH.DAVOX	9.880	46.781	188.474
BQ.HILG	6.679	50.292	340.048
OE.RONA	16.296	47.700	133.084
IV.AIO	15.233	37.971	153.124
FR.CURIE	2.356	48.844	616.734
NL.G483	7.029	53.197	1716.567
NL.N014	6.473	53.119	1534.953
NL.T042	6.890	52.437	1605.890
FR.OGS1	5.805	45.061	240.716
NL.NH012	4.997	52.566	1890.999
KO.BCK	30.588	37.460	100.794
NL.G674	6.823	53.321	1822.455
HL.VLI	22.947	36.718	256.846
SX.LEUT	12.523	50.607	332.370
BW.MZEK	11.947	49.963	159.424
NL.G584	6.907	53.110	1736.426
FR.CHLF	3.844	46.558	338.549
NL.SPY4	6.784	53.410	4681.499
CH.WIMIS	7.624	46.665	306.251
Y5.BH06A	18.446	43.502	198.515
CA.CBUD	0.826	40.704	586.753
IV.BOZZ	10.482	45.107	684.871
NL.OTL2	4.823	52.629	4120.567
Z6.A148B	12.477	48.509	170.741
NL.L2082	6.919	52.668	4623.706
KQ.MRLW	12.572	54.144	498.375
NL.G291	6.787	53.281	1685.404
HT.NESN	22.540	39.727	144.385
NL.G332	6.671	53.250	1855.658
3D.OEM8	14.917	38.469	56.290
FR.MELF	0.757	42.872	205.351
NL.G254	6.943	53.308	1706.727
HL.LIA	25.181	39.897	90.684
IV.MIGL	16.441	40.604	384.025
NS.ASK	5.200	60.475	575.578
XE.LAICA	15.975	39.948	94.751
NL.L4114	6.631	53.032	1590.827
GR.GRB3	11.805	49.343	161.769
FR.DUNF	1.809	43.025	459.010
1Y.GR27	24.233	38.182	123.409
NL.T023	6.979	52.463	1657.907
Z6.HU11A	21.168	47.925	358.895
NL.G541	6.758	53.124	1924.870
NO.ARC4	25.512	69.529	403.980
IV.MA9	12.659	41.770	468.792
CH.PERON	5.908	46.191	383.885
ST.GAGG	10.959	46.084	96.147
NS.TRO	18.911	69.635	3106.427
1Y.MK03A	21.990	41.196	96.718
NL.ZH063	4.220	51.978	1878.757
NL.GK034	6.306	53.283	1933.988
Y8.PL24A	19.004	49.724	166.267
KO.BODT	27.310	37.062	157.023
IV.CIMI	13.573	37.881	312.447
FR.TRIGF	6.407	43.747	292.244
Z4.PSIS2	-0.796	46.248	412.850
RO.TNR	24.273	45.652	151.446
FR.FAHY	5.463	47.505	355.255
IV.IVPL	14.980	38.376	129.509
HT.RTZL	20.771	38.076	245.589
GU.GSCL	10.588	44.351	193.916
Z6.PVY	19.959	42.594	165.271
NL.G353	6.862	53.255	1826.661
IV.LINA	12.864	35.861	173.645
MN.KEK	19.796	39.713	238.369
IV.PIEI	12.535	43.536	114.209
TH.TAUT	11.711	50.982	171.643
SX.GUNZ	12.332	50.364	180.193
TH.MENTE	10.580	51.316	161.589
HC.PFKS	25.473	35.043	164.380
NO.NBO01	10.783	61.062	246.918
IV.STAL	12.710	46.260	158.825
QE.HNB1	4.958	60.615	485.506
Y8.PL05A	22.121	49.260	204.423
OX.VARN	12.105	45.992	151.123
HL.OTHN	19.406	39.842	451.333
NL.DR033	6.308	52.898	1722.459
SL.PERS	15.114	46.636	122.203
CH.GIMEL	6.265	46.534	470.219
FR.GNEF	0.329	46.105	367.341
NL.L1073	7.096	52.919	1256.544
BW.RMOA	12.864	47.762	366.233
NL.G143	6.771	53.359	1879.775
GU.REMY	7.157	45.838	182.290
XE.T0702	16.084	39.721	81.596
IV.MTRZ	11.425	44.313	408.910
OT.CGL1	17.517	40.648	51.593
HT.THAS	24.719	40.606	87.668
NL.HWF3	6.351	53.071	4446.243
NL.G044	6.675	53.415	1917.496
RO.HERR	22.416	44.881	135.542
HT.IGT	20.330	39.532	181.630
Z6.A023A	14.070	48.461	151.216
GU.RORO	8.067	44.112	173.309
CH.SALAN	6.973	46.144	319.122
HC.IPPL	24.463	35.349	153.052
TH.ZEITZ	12.126	51.051	145.567
IV.FIAM	13.117	42.268	116.557
GR.KAST	8.416	51.203	204.709
IV.HMDC	14.783	36.959	120.801
GE.SLIT	22.291	57.629	524.734
TH.BBWF	10.504	50.736	156.752
NL.SL014	4.868	52.855	1451.109
NL.SPY2	6.784	53.410	4141.560
HL.MHLO	24.402	36.690	124.829
HP.PVO	21.525	38.616	365.870
NS.ODD1	6.626	59.911	331.170
NL.G582	6.907	53.110	1881.857
NL.G421	6.989	53.222	1777.223
NL.L2084	6.919	52.669	4377.776
HL.ARG	28.121	36.214	281.978
NL.G334	6.671	53.250	1841.971
CQ.OSC2	32.267	33.075	81.319
IV.VIVA	12.770	41.750	105.189
NO.NC400	11.719	61.079	228.321
LX.MORF	-8.653	37.304	319.116
NL.FR051	5.869	53.070	1854.013
NL.OTL4	4.823	52.629	4097.026
CL.TRIZ	22.073	38.365	158.093
NL.G233	6.768	53.309	1768.043
OE.WATA	11.576	47.336	157.981
CA.CLLI	1.973	42.478	219.979
BW.RNHA	12.819	47.806	461.865
NL.NH014	4.997	52.566	1885.782
NL.G672	6.823	53.321	1848.948
HU.SOP	16.557	47.681	131.718
NL.T044	6.890	52.437	1586.498
KO.SDAG	30.918	38.440	759.906
Y8.PL32A	19.862	49.294	128.103
GR.RETHO	9.361	52.738	210.962
NL.N012	6.473	53.119	1724.133
HA.EPID	23.119	37.614	241.350
NL.FR012	5.887	53.142	2396.549
XP.FR05A	2.090	46.544	349.527
NL.G023	6.806	53.449	2077.333
FR.LGIF	-1.406	46.457	455.577
IV.SGO	15.307	40.560	87.948
Y8.PL13A	20.923	49.597	255.038
NL.G462	6.850	53.198	1896.158
HT.KNT	22.898	41.162	1.328
NL.G631	6.911	53.331	1846.041
IV.ISTR	15.192	38.787	148.493
NL.VDM23	6.834	53.084	1763.730
1Y.GR03	24.882	41.150	87.474
GR.LOCC	9.139	52.410	304.713
FR.VOEL	7.123	48.967	493.571
NO.ARA0	25.506	69.535	407.346
FR.ABJF	0.761	45.574	353.122
NL.L2063	6.822	52.810	3644.547
IV.FNVD	11.123	44.168	158.791
GE.EIL	34.951	29.670	200.937
NS.DOMB	9.112	62.073	299.198
NL.G124	6.571	53.370	1972.979
NL.WYN1	5.458	53.200	1338.877
BQ.DREG	6.230	50.662	271.114
SL.CRES	15.457	45.826	119.517
NL.G042	6.675	53.415	1954.222
MT.AVR	5.653	44.956	302.229
CH.WILA	8.908	47.415	307.487
FR.OGSA	6.401	45.037	220.447
SL.GROS	15.502	46.461	70.369
EI.DSB	-6.376	53.245	1614.595
HL.APE	25.523	37.073	255.716
Z6.CP10A	20.322	49.035	111.573
FR.LBL	3.246	45.231	280.677
NL.G403	6.810	53.225	1852.868
IV.FDMO	13.087	43.036	121.160
FR.FILF	2.417	42.560	212.246
NL.SL012	4.868	52.855	1862.940
CH.LADOL	6.132	46.432	429.742
IV.ILOS	14.948	38.446	66.933
NS.HAMF	23.684	70.642	519.152
FR.TSDF	0.457	47.749	813.305
GB.SOFL	-6.966	62.069	3071.604
Z6.A104C	9.657	48.127	249.990
GE.MSBI	35.358	31.313	218.272
RO.MDB	24.377	46.150	227.996
HA.ATHR	20.416	38.317	959.316
IV.IOCA	13.901	40.747	135.116
RO.IZVR	27.765	45.544	136.722
FR.FRNF	2.561	45.385	334.522
HP.EFP	21.906	38.427	159.706
RO.VLDR	28.081	45.844	174.862
NL.L1075	7.095	52.920	1289.163
NL.G211	6.594	53.313	1810.345
Z6.A272A	18.965	46.744	132.072
DK.OVD	10.206	57.317	700.121
TH.NEUST	10.864	51.578	155.212
SI.MOSI	10.550	46.616	176.738
NL.GK032	6.306	53.283	1877.424
NL.T081	6.996	52.389	1600.691
CH.MUGIO	9.042	45.922	166.144
SI.LUSI	10.944	45.959	146.274
IV.CAVT	12.756	37.679	199.564
GR.IGAD	8.690	53.258	709.579
Y8.RO37A	24.450	47.460	87.914
KO.ISK	29.059	41.062	177.329
FR.OGLC	6.074	44.370	301.792
Z4.PSIS4	-0.706	46.215	415.239
IV.ZCCA	10.976	44.351	459.639
TU.BORA	30.453	39.880	74.513
NL.L4112	6.633	53.031	1314.265
BW.RNON	12.867	47.741	261.191
IV.ESPC	15.027	37.693	131.952
NL.G252	6.943	53.308	1784.598
HL.RLS	21.465	38.056	207.788
NO.ARC2	25.523	69.538	414.093
PL.NIE	20.300	49.418	68.265
CZ.MORC	17.543	49.777	131.031
1Y.GR21	22.513	39.373	108.691
GR.GRB5	11.675	49.111	164.278
Y5.BH10A	17.166	44.069	163.156
NL.G613	6.681	53.382	1953.574
FR.LOCF	-3.673	48.679	677.115
IV.TRTR	13.914	42.808	461.155
NL.G562	6.931	53.148	1727.972
IV.PALZ	15.960	40.944	363.441
HE.TOF	24.332	66.078	490.232
1Y.GR04	24.964	40.980	86.997
Y8.PL03A	22.897	50.022	315.369
NL.VDM24	6.834	53.084	1632.890
NL.VNDM1	6.839	53.115	1656.987
CA.CPAL	3.162	42.311	216.080
NL.G123	6.571	53.370	1838.775
GR.HLGA1	7.874	54.188	289.330
NL.L2064	6.823	52.810	4083.664
NL.G024	6.806	53.449	1918.787
FR.HELF	2.241	50.705	442.977
FR.RUFF	0.021	44.382	409.064
SX.BURZL	12.815	51.431	175.020
HL.NVR	23.865	41.348	86.993
GE.MATE	16.704	40.649	187.533
G.SSB	4.542	45.279	278.307
IX.RDM3	15.536	40.876	312.816
NL.G692	6.644	53.213	1822.315
IV.SOLUN	13.533	38.092	258.912
RO.BOSR	25.661	46.075	122.926
FR.SAOF	7.554	43.987	173.309
Z6.A025A	14.416	47.521	147.644
RO.CEIR	22.496	47.685	228.639
RO.TATR	28.050	45.598	133.683
BW.OBER	10.293	47.407	255.055
IV.MURB	12.525	43.263	126.580
XE.BIDON	16.456	39.946	133.651
NL.G234	6.768	53.309	1799.982
HP.UPR	21.786	38.284	222.672
HT.SOH	23.354	40.822	93.592
FR.FNEB	2.106	42.903	255.529
NL.G482	7.029	53.197	1677.795
NS.FOO	5.043	61.597	521.292
TH.SPAHL	9.910	50.653	223.379
NL.T043	6.890	52.437	1837.084
HL.ANKY	23.301	35.867	302.410
OX.MPRI	12.988	46.241	223.886
NL.NH013	4.997	52.566	1930.476
MN.RTC	-6.857	33.988	204.676
Y8.PL22A	20.074	49.836	214.620
IV.GIB	14.026	37.990	115.098
CZ.VRAC	16.593	49.308	134.524
FR.MONQ	1.194	44.367	286.801
NL.OTL3	4.823	52.629	4364.431
SL.VISS	14.839	45.803	131.063
NL.G333	6.671	53.250	1886.353
UP.STRU	11.182	59.035	269.813
FR.OGRV	4.752	46.346	311.037
TH.SONN	10.426	51.532	159.777
NL.L2083	6.917	52.670	4405.367
3D.OEM9	14.991	38.388	115.364
HA.SNT5	25.395	36.404	321.457
NL.G101	6.804	53.378	1951.394
CQ.ASGA	33.248	34.786	126.345
NL.L4115	6.631	53.032	129061.410
IV.BRMO	10.372	46.476	161.731
GE.MARCO	15.806	40.297	141.055
Y8.RO27A	27.107	46.819	181.976
CH.BAULM	6.468	46.787	379.342
NL.T022	6.979	52.463	1642.110
NL.G614	6.681	53.382	1725.988
CZ.JAVC	17.671	48.859	215.550
FR.BETHI	5.228	49.242	438.810
GR.GRB2	11.668	49.270	162.037
NS.KONS	13.118	66.499	206.377
1Y.GR26	23.411	38.400	110.087
IV.CDRU	15.305	40.490	96.395
NO.ARC5	25.498	69.530	393.449
7C.CS2FF	16.258	39.293	282.355
TH.MUEN	10.667	51.422	162.128
NL.ZH062	4.220	51.978	2092.435
GU.MAIM	10.492	43.914	58.806
MN.DIVS	19.992	44.098	93.114
MN.ISP	30.509	37.843	92.210
NL.G352	6.862	53.255	2013.071
Z4.PSIS3	-0.765	46.225	419.982
NO.NBO00	10.778	61.031	246.487
SX.TANN	12.461	50.415	160.113
GE.HLG	7.883	54.183	295.564
IV.MMGO	12.977	37.662	99.579
NL.T061	6.910	52.343	1901.631
HU.CSKK	18.261	47.363	110.346
HA.ATHU	23.785	37.967	117.674
HT.KAVA	24.514	40.997	129.500
KO.SILT	29.643	41.153	297.676
CH.CHAMB	6.612	46.782	400.791
NL.DR032	6.308	52.898	1839.386
KO.CTYL	28.290	41.476	152.334
NL.L1072	7.094	52.921	1487.112
Y8.BG05A	27.199	42.604	104.042
Z6.CP00A	19.770	50.117	130.553
Y8.RO39A	26.646	47.736	117.290
8C.CI20	6.963	45.820	221.602
NL.G142	6.771	53.359	1807.704
Y8.RO06A	22.339	47.311	994.561
RO.DEV	22.898	45.887	91.695
NS.FAUS	15.288	67.382	224.455
Z6.ME05A	18.509	42.460	564.086
Z6.A262A	16.528	46.864	318.476
NL.HWF2	6.351	53.071	4238.659
HL.NISR2	27.177	36.574	91.062
NL.ZH021	4.488	52.074	1903.825
Z6.NKME	18.953	42.767	262.408
CH.HASLI	8.151	46.757	304.266
GQ.LNDWU	12.329	50.258	281.900
NL.G404	6.810	53.225	1823.827
IV.MILN	9.232	45.480	763.648
GE.VSU	26.735	58.462	176.215
Z6.PRZK	20.758	42.211	154.740
SL.GORS	14.000	46.317	135.941
KQ.BUESM	8.878	54.133	327.224
HL.ATH	23.718	37.974	125.295
GU.CARD	10.482	44.026	106.709
NL.G011	6.731	53.443	2105.762
FR.SPIF	7.237	44.056	175.435
NL.GK022	6.293	53.301	1986.670
NL.G704	6.538	53.241	1986.576
HA.AXAR	22.659	38.766	143.163
KO.ERIK	26.513	40.671	133.198
OE.ARSA	15.523	47.251	117.350
NL.G603	7.075	53.298	1855.855
Z6.AL01A	19.549	42.346	157.581
ES.EJON	2.889	42.449	191.146
1Y.GR31	22.521	37.033	212.607
Y5.BH11A	16.531	44.482	64.693
IY.CNDF	15.857	38.003	86.802
CH.BALST	7.695	47.336	285.898
NO.ARB2	25.513	69.536	428.875
HT.THE	22.963	40.632	174.625
Y8.RO09A	20.904	45.716	350.343
KQ.BIRK	10.073	54.445	331.001
KO.LADK	32.365	38.200	167.387
KO.YOZ	35.315	39.638	118.407
OE.SOKA	15.033	46.678	122.146
NL.G242	6.856	53.290	1760.112
NL.MAME	5.973	50.800	284.345
CL.AGRP	21.723	38.396	155.509
CH.SIMPL	8.020	46.240	184.860
HA.THAL	22.663	38.036	149.665
GE.KTHA	23.062	36.257	253.599
Z6.A145A	12.391	47.869	363.141
TU.AYDN	27.879	37.661	233.994
NL.G413	6.892	53.223	1646.260
Z6.CP11A	20.265	48.917	104.297
NL.G052	6.771	53.418	1520.187
NL.FR063	6.024	53.001	1701.646
IV.IVLT	14.948	38.396	152.603
Z6.A273A	17.816	45.916	293.683
NL.G201	6.895	53.335	1893.954
WM.SFS	-6.205	36.466	214.340
Y8.RO17A	25.475	45.028	147.430
EI.IMAC	-9.070	51.846	3044.245
GR.GOLD	9.425	52.922	231.910
NL.ENM4	6.482	53.406	4279.106
GR.SKMB	9.438	54.718	437.948
TH.HWTS	11.472	50.592	156.957
NL.G514	6.885	53.173	1759.146
BW.RJOB	12.796	47.737	228.454
CH.TORNY	6.959	46.774	418.200
OX.CIMO	12.445	46.312	139.827
Z6.KKS	20.402	42.073	152.334
IV.CAR1	16.211	39.253	106.933
CH.BERNI	10.023	46.414	169.298
NL.G472	6.941	53.196	1827.326
WM.TIO	-7.262	30.927	134.976
IV.CFMN	14.090	40.833	189.919
Y8.PL12A	21.929	50.579	233.067
BW.MGBB	12.215	49.972	161.208
NL.G033	6.598	53.416	1824.686
FR.RESF	0.338	42.807	176.285
TH.ZEU	11.977	50.671	159.623
IV.ARCI	11.475	42.852	70.212
XP.FR04A	4.582	46.596	308.666
FR.MON	7.425	43.730	360.684
CH.ROTHE	7.921	47.476	391.271
PM.PVAQ	-7.717	37.404	130.345
MN.WDD	14.524	35.837	94.829
NL.G134	6.669	53.349	1850.747
IV.STRC	15.192	38.791	173.358
NO.NC600	11.458	60.747	232.329
KO.YLV	29.371	40.566	95.637
NL.L2073	6.974	52.756	1821.609
HP.DRO	21.710	37.952	168.191
FR.PLOF	-3.430	47.746	646.314
TH.CRUX	10.792	50.602	179.282
OE.ABTA	12.512	46.747	142.808
1Y.GR13	23.186	40.352	90.955
BW.FFB3	11.276	48.165	243.274
HT.XOR	23.192	39.366	102.986
Z6.A034A	13.078	46.911	132.908
NL.VLW3	7.097	52.968	3149.691
BW.BHG	12.877	47.721	206.617
NL.G621	6.842	53.387	1813.309
SK.KOLS	22.273	48.933	228.887
NL.FR041	6.119	52.876	1722.394
BW.WARN	10.559	48.705	207.084
NO.NAO01	10.887	60.844	235.523
IV.CPTP	14.162	37.407	329.507
NL.G324	6.579	53.250	1827.376
FR.BOUC	6.256	47.247	335.123
IY.CHCE	16.414	38.684	48.362
BW.MGS04	11.719	47.980	352.828
NL.G592	6.988	53.116	1750.742
NL.G431	7.079	53.232	1913.715
HL.THL	22.014	39.565	119.061
Z6.A015A	14.994	48.934	139.609
