STATION	LONGITUDE	LATITUDE	NOISE(NM/S)
NL.ZLV1	6.753	53.092	6426.208
KO.FETY	29.084	36.635	2861.696
SL.LJU	14.528	46.044	27.840
NL.G223	6.678	53.310	2402.378
HE.KU6	29.891	66.025	42.440
NL.J02	5.195	52.725	1520.958
IV.EMSA	14.945	37.498	172.838
FO.BETS	7.924	48.894	379.724
IV.LIBRI	14.929	38.084	14.066
FR.OGCC	5.550	44.429	19.364
NL.ENM3	6.482	53.406	8193.197
IV.NDIM	10.899	44.887	245.686
FR.ARBF	5.332	43.492	38.545
Z6.CP01A	19.811	50.016	797.975
Y8.BG04A	26.461	42.834	382.300
NL.ENV2	6.634	52.894	5943.034
Y5.BH20A	17.662	45.093	1376.154
IV.VMAN	10.663	45.313	1023.707
NL.DR022	6.508	52.703	2473.523
NL.G513	6.885	53.173	2695.770
HP.PDO	21.183	38.599	19.986
SI.KOSI	11.378	46.463	11.642
NL.G414	6.892	53.223	2236.784
TH.PLN	12.157	50.485	16.114
SX.WERD	12.307	50.448	1716.372
KO.SVRH	31.523	39.447	650.625
SS.COI	-8.412	40.208	37.850
NL.ZH031	4.400	51.978	2071.964
IV.ORI	16.450	40.051	156.935
GB.LMK	-0.326	53.457	220.444
NL.FR064	6.024	53.001	2410.373
OE.FETA	10.729	47.021	11.102
IV.CASP	10.865	42.791	18712.707
OX.ACOM	13.514	46.548	68.956
CH.DIX	7.408	46.081	29.516
NL.G301	6.895	53.279	2618.524
Z6.A263A	17.315	46.641	476.566
Y8.RO07A	27.109	46.332	854.952
KQ.PEEM	13.765	54.139	57.093
NO.ARB5	25.498	69.536	95.500
1Y.GR28	21.140	37.890	970.183
GR.GRC2	11.374	48.867	20.266
IV.FERC	16.128	38.453	1415774.053
NL.T032	6.792	52.430	2434.093
NL.G604	7.075	53.298	2415.572
CH.VDL	9.449	46.483	15.181
NL.G111	6.889	53.367	2184.986
NS.MOL	7.547	62.570	68.278
GR.A807	13.418	52.097	1660.537
KO.KRBG	27.298	40.393	199142.952
3D.OEM7	14.971	38.483	142.228
HL.LKR	22.999	38.650	280.408
IV.GATE	14.910	41.513	55.588
FR.CARF	2.105	42.715	50.532
IV.PANTE	11.995	36.810	428.143
HE.RMF	29.932	64.218	33.803
CA.CAVN	0.751	41.882	71.990
NL.G342	6.765	53.253	2805.331
CA.CSOR	1.133	42.374	13.369
HT.NYDR	20.698	38.714	2151.362
NL.PPB2	4.670	52.653	5685.624
HE.VRF	29.609	67.748	84.814
NS.ROROS	11.555	62.562	33.578
NL.G703	6.538	53.241	2543.297
HL.VAM	24.200	35.407	23.657
FR.SMPL	9.285	42.094	11.133
NL.ZH072	4.295	52.104	2334.964
Y5.BH01A	18.963	43.626	145.190
IV.ATFO	12.572	43.367	45.175
NL.T053	6.906	52.381	2384.864
QE.HNA2	4.961	60.611	789.697
TH.GLEI	10.206	51.292	300.254
UP.LANU	21.996	68.047	13.915
NL.G492	6.731	53.176	2420.719
NL.G531	7.080	53.167	2724.398
NO.ARD4	25.536	69.527	13.579
HL.KLV	22.150	38.044	8.851
CH.LAUCH	7.772	46.416	17.406
IV.SALB	16.346	39.877	39.630
NL.G224	6.678	53.310	2536.362
FR.TERF	-1.113	43.679	18.869
IV.ALJA	13.754	37.749	63.357
BW.MGS03	11.707	48.071	199.281
XP.FR35A	2.692	43.551	1509.782
FR.NEEW	8.104	48.956	261.814
IX.RSF3	15.176	40.964	2079.375
SL.GCIS	15.627	45.867	9.542
NL.G323	6.579	53.250	2417.531
BW.HROE	10.157	50.537	21.731
HU.TRPA	22.539	48.130	725.619
KO.DAT	27.577	36.731	102.519
IV.MRCB	15.703	38.162	198.403
1Y.MK04A	22.889	41.419	3085.919
NL.GK044	6.326	53.246	2185.172
NL.ZH013	4.288	51.914	2394.469
KO.KULU	33.002	39.034	468.216
IV.VBKE	14.439	40.819	54.855
HT.KRND	23.150	37.383	388.678
ES.ZVGAR	2.510	42.143	460261.952
RO.BMR	23.497	47.673	216.566
Y8.PL23A	20.323	50.234	931.769
KO.CEYT	35.748	37.011	559.882
HP.DSF	22.527	38.411	11.542
NL.L2074	6.974	52.757	2442.936
CH.BRANT	6.473	46.938	17.160
FR.LEMB	7.759	49.035	21.391
NL.G133	6.669	53.349	2445.234
RO.TSSL	29.727	45.162	7915.108
CH.VDR	9.166	46.206	9.576
IV.TOLF	12.000	42.064	7301.736
Y8.PL02A	22.537	49.378	255.598
NL.VLW4	7.097	52.968	4018.802
WM.MAHO	4.266	39.896	11.736
NS.JNW	-8.424	71.027	23.863
IV.FVI	12.780	46.597	58.320
1Y.GR14	20.579	39.900	653.220
FR.ORDF	-0.937	43.212	11.536
NL.G572	7.022	53.135	2451.545
IV.LATE	11.804	42.614	86.782
RO.BORR	21.786	47.090	2016.554
EI.ITIP	-8.079	53.046	79.159
NL.G682	6.635	53.235	2456.615
IV.OSSC	11.246	43.524	20.486
HL.SIVA	24.812	35.018	503.116
HT.TSLK	20.655	38.825	770.606
HP.PRMD	21.096	39.530	201.800
IV.ASSB	12.659	43.043	24.980
HU.EGYH	17.332	47.416	608.952
GB.LRW	-1.178	60.136	26.780
IV.IST3	15.230	38.799	213.752
CH.LIENZ	9.492	47.294	14.728
NS.OSL	10.722	59.937	66.559
NL.G034	6.598	53.416	2397.767
KQ.NONN	13.692	54.111	273.932
RD.SAVF	5.124	48.615	16.374
NL.G372	7.035	53.274	2232.411
SX.ROHR	12.317	50.234	1325.270
OX.CAE	12.438	46.009	37.379
KO.MERS	34.522	36.868	64.350
Y5.BH02A	18.424	43.875	8.791
IV.TDS	16.338	39.660	23.398
HA.KALE	22.140	38.391	296.741
HL.KZN	21.782	40.303	23.268
NL.ZH042	4.363	51.842	2439.236
IV.HPAC	15.037	36.709	28.583
GU.ROTM	8.353	44.849	118.069
FR.MOLES	4.392	47.931	13.110
NL.G634	6.911	53.331	2673.533
BW.BIB	11.247	48.152	2393.745
1Y.GR06	26.272	41.339	7.934
1Y.GR18	22.668	39.728	201.619
NL.G082	6.644	53.395	2347.899
HL.THI2	23.211	38.373	1681.992
NL.G121	6.571	53.370	2467.152
IV.SELL	16.628	38.983	11.070
Y8.RO25A	21.576	45.979	2340.070
NL.VNDM3	6.839	53.115	2202.354
NL.WYN4	5.458	53.200	415.073
NL.L2066	6.823	52.810	5408.824
GR.ZARR	10.918	53.554	533.458
GR.HLGA3	7.894	54.175	176.793
Y8.BG19A	25.956	43.718	682.924
FR.VILS	4.086	49.122	20.586
NL.G424	6.989	53.222	2290.676
HP.LTHK	20.837	37.709	1066.341
IV.CELB	10.211	42.747	33.719
IV.ATMI	12.268	43.334	154.474
NO.NC405	11.715	61.113	23.007
NL.FR054	5.869	53.070	2235.903
NL.OTL1	4.823	52.629	5623.060
IV.RSM2	12.445	43.938	67.448
NL.L2081	6.920	52.670	6023.884
Y8.RO04A	27.447	45.078	1010.281
HT.OUR	23.979	40.333	189.040
Z6.A260A	16.706	47.283	2794.126
NL.G331	6.671	53.250	2312.810
RD.ETSF	-0.559	42.899	16.134
NL.G292	6.787	53.281	2227.855
G.ECH	7.159	48.216	10.604
GR.LUEB	8.699	52.297	27.855
NL.G162	6.531	53.339	2551.542
CA.CORI	2.049	41.972	16.934
IV.ARVD	12.942	43.498	27.792
RD.ROSF	-3.274	48.336	20.545
BW.BE1	11.221	47.911	48.813
Z6.CP02A	19.970	49.909	376.970
NO.ARD8	25.469	69.538	13.881
RO.LOT	23.770	45.446	132.090
KO.KDZE	31.443	41.313	235.624
NL.NH011	4.997	52.566	2413.169
FR.SLVF	2.164	44.191	19.653
NL.T041	6.890	52.437	2410.085
HC.KOSP	27.281	36.881	6180.688
IV.HSRS	15.222	37.093	29.958
HE.KPF	22.070	61.834	18.973
NS.VAGH	13.271	66.730	16.671
NL.T084	6.996	52.389	2327.953
Z6.A027A	14.007	46.816	527.826
HT.KOKK	23.999	40.818	646.064
CQ.NATA	32.570	34.779	120.699
HT.GRG	22.401	40.957	887.950
GX.WANN	13.125	52.411	895.120
IV.CAMP	13.409	42.536	22.364
RO.NEGRR	27.877	45.537	3629.140
IV.ECNE	15.002	37.765	2537.645
Z4.PSIS1	-0.723	46.184	264.983
CH.METMA	8.253	47.712	28.703
KO.AYDB	27.891	37.947	464.336
CH.VMV	9.022	46.423	9.278
RD.ETNF	6.038	48.262	16.512
HT.DMLN	20.373	38.239	1034.830
XP.FR17A	2.259	45.145	668.096
FR.LEUC	2.554	44.761	57.167
GB.MCH1	-2.998	51.997	5.420
NL.L4117	6.631	53.032	20275.434
NL.G103	6.804	53.378	2174.520
1Y.GR24	22.194	38.689	107.345
CR.ZAG	15.994	45.829	1233.954
RO.CRAR	23.800	44.325	311.789
Y8.PL01A	22.684	49.064	809.940
NS.JNE	-8.293	70.988	32.251
GU.BURY	7.557	43.782	73.415
NO.ARC7	25.494	69.540	12.243
NL.G542	6.758	53.124	2295.737
KO.YAYO	27.073	39.611	380.445
CA.CARA	0.818	42.708	16.501
IV.SPS2	16.339	39.291	157.154
Y8.AVR	27.669	43.119	167.977
ML.XLND	14.220	36.032	26.109
KO.EDRB	26.744	41.847	192.147
BE.UCC	4.360	50.797	18.465
GR.FBRG	10.198	52.906	98.748
8D.A060B	7.978	46.993	346.372
IV.ROVR	11.072	45.647	15.807
HU.ABAH	21.240	48.296	29.806
NL.ZH023	4.488	52.074	2106.446
IV.MARS	12.565	37.753	34.503
CQ.ATHA	33.396	35.141	53.947
KO.YALI	32.982	40.768	1699.528
CH.FLACH	8.568	47.572	62.654
IV.VBKW	14.414	40.824	332.349
GR.KBON	11.773	54.116	27.385
BW.RTBE	12.824	47.745	72.552
NL.T063	6.910	52.343	2356.423
QE.HNB2	4.965	60.613	97.492
KO.BZK	34.004	41.960	124.789
MN.VSL	9.378	39.496	8.853
HU.KOVH	18.100	46.088	20.651
RO.VASR	27.791	46.642	61.655
RO.SCTR	27.995	45.674	1676.803
XE.FRASC	16.266	39.838	113.336
IV.PTQR	13.401	42.022	46.969
NL.G214	6.594	53.313	2574.370
FR.SGSF	3.619	45.048	12.747
XE.T0701	16.116	39.986	75.242
FR.CALF	6.922	43.753	18.612
IV.ECZM	14.904	37.731	423.127
XP.FR09A	2.630	46.138	51.170
SX.TRIB	12.137	50.352	1898.111
FR.SDOF	-1.411	46.047	16.909
NL.G231	6.768	53.309	2564.468
RO.TLCR	28.815	45.186	685.139
NL.G392	6.724	53.225	2497.824
IV.MTCE	12.742	42.023	35.452
8C.CI19	6.899	45.945	259.627
DK.MUD	9.173	56.455	129.817
NS.KTK1	23.237	69.012	10.163
FR.URDF	-0.593	43.438	655.549
CH.PANIX	9.112	46.826	8.872
KO.SIMA	28.983	39.083	936.238
TH.HKWD	12.268	50.830	36.155
NL.G423	6.989	53.222	2338.905
IV.ATVO	12.407	43.382	357.410
RO.ARR	24.633	45.366	83.483
HL.KEK	19.796	39.713	95.605
KO.GAZK	27.328	40.748	387.819
IV.USI	13.179	38.708	116.882
IV.VBKN	14.430	40.830	206.303
IV.MTSN	15.752	40.266	18.786
GU.BLANC	6.934	45.844	80.227
GR.WEEZ	9.627	52.303	427.435
HL.SKY	24.548	38.883	505.948
TH.GRZ1	12.220	50.691	29.708
NL.L2086	6.919	52.669	6797.376
Z6.CP12A	20.284	48.790	388.884
RO.VOIR	25.049	45.437	18.225
IY.OPPI	16.010	38.267	395.060
NL.FR053	5.869	53.070	2319.721
IV.PZIN	11.973	36.812	1596.285
NL.G062	6.871	53.411	3145.146
SL.PDKS	14.998	46.061	313.612
Y5.BH12A	17.157	44.393	455.510
CH.AIGLE	6.953	46.342	19.040
Z6.AL02A	19.396	41.409	775.588
1Y.GR01	23.291	41.285	899.695
NL.G633	6.911	53.331	2393.551
ZO.PDN9	11.172	45.308	18.838
NL.VDM21	6.834	53.084	2294.934
HA.LAKA	21.979	38.240	3845.281
NO.ARA2	25.508	69.534	15.529
UP.AAL	19.994	60.178	43.437
KO.KVT	36.046	41.081	88.003
NL.G272	6.628	53.283	2453.476
GU.GRAM	10.065	44.490	228.313
FR.CLF	2.260	48.020	45.977
NL.L2061	6.825	52.809	6112.405
BW.GELB	11.251	48.163	42.906
NL.WYN3	5.458	53.200	1820.833
Z6.A146A	12.975	48.293	253.347
NL.VNDM4	6.839	53.115	2145.430
HT.SRS	23.595	41.109	114.322
FR.RSL	6.625	45.688	30.466
IY.SPDC	16.132	38.526	91.831
PL.KWP	22.707	49.631	347.368
NL.G182	6.722	53.331	2237.890
NL.G021	6.806	53.449	2514.451
IV.ACER	15.943	40.787	50.376
HL.ORTH	20.696	37.851	1361.717
IV.ECTS	15.121	37.882	66.801
NL.GK012	6.247	53.291	2370.255
IV.GIGS	13.573	42.453	63.204
HC.RODP	23.758	35.560	299.057
CA.CEST	1.254	42.599	17.951
HC.GVDS	24.058	34.839	4212.201
RO.DOPR	25.389	45.968	401.843
HT.KPRO	21.363	39.955	129.603
Y8.PL30A	17.694	50.144	329.728
NL.N032	6.405	53.111	2177.687
KO.SERE	33.564	38.946	5270.021
CH.NALPS	8.748	46.595	40.586
HL.VLS	20.589	38.177	84.085
Z6.A029A	13.761	47.430	18.295
QE.HNB5	4.949	60.612	24.394
NL.T064	6.910	52.343	2391.540
NL.G652	6.954	53.169	2275.351
KO.KLYT	29.042	41.253	147.148
KO.SAUV	30.327	40.740	1841.558
NL.G213	6.594	53.313	2384.281
NL.L1077	7.095	52.920	1994.792
IV.MRB1	14.968	41.123	80.622
NL.G84B	7.038	53.221	0.150
CA.CBEU	2.676	42.256	20.354
XP.FR26A	4.575	44.514	771.815
MN.SENA	9.457	40.444	38.967
IV.BDI	10.597	44.062	28.254
MT.AVP	5.672	44.941	1068.643
SL.GOLS	15.624	46.011	51.982
GE.ZKR	26.217	35.115	1529.020
HL.PTL	23.864	38.047	792.177
HT.NEST	21.049	40.415	264.757
SL.ZAVS	15.025	46.434	14.585
FR.ATE	-0.701	43.086	21.927
NL.G314	7.022	53.296	2474.243
UP.NOD	14.857	63.443	15.903
NL.G401	6.810	53.225	2502.716
IV.MSRU	15.508	38.264	52.619
GR.GTTG	9.964	51.546	28.082
IV.SSFR	12.782	43.436	161.163
NL.ZH024	4.488	52.074	2111.961
HL.THVA	23.336	38.330	334.522
NL.G104	6.804	53.378	2145.568
IV.PESA	12.840	43.941	66.916
SL.BOJS	15.252	45.504	9.026
NI.PALA	12.924	46.245	26.096
WM.CART	-1.001	37.587	54.991
CQ.MVOU	33.632	35.016	77.786
Z6.HU24A	21.159	46.910	591.720
NL.G611	6.681	53.382	2348.334
1Y.GR23	23.229	38.808	378.416
NL.G442	6.684	53.204	2542.630
NS.LOSSI	17.791	68.191	59.315
HT.AOS2	23.844	39.148	441.250
OE.MYKA	13.642	46.630	9.090
IV.NRCA	13.114	42.834	140.977
MD.PURM	29.872	46.529	906.114
GE.CSS	33.331	34.961	28.334
NL.T083	6.996	52.389	2221.506
FR.REST	3.859	43.715	12.354
NL.FR032	5.713	52.981	2516.183
NS.BER	5.330	60.385	20.338
FR.OGMO	6.683	45.209	20.458
IV.RMP	12.705	41.812	165.538
Y8.SGRR	25.974	44.223	277.453
KO.YER	28.284	37.134	216.878
HA.KARY	24.437	38.032	115.657
UD.KPD	26.460	48.563	3418.769
FN.MSF	29.040	65.911	11.279
IV.PABO	14.387	41.749	57.526
IV.GIZZ	16.208	38.980	179.988
ML.MSDA	14.484	35.901	65.573
Y8.PL21A	19.871	49.558	259.480
NL.ZH033	4.400	51.978	2198.360
CA.CTRE	0.772	42.322	36.975
BE.RCHB	5.227	50.155	11.003
NL.G303	6.895	53.279	2401.698
RO.CHLR	29.289	45.425	634.463
UP.VIKU	16.699	58.502	57.780
NL.ENM1	6.482	53.406	6016.537
FR.BALS	3.452	44.520	17.353
XP.FR08A	4.124	46.203	363.680
KO.DKL	26.905	39.071	781.710
FR.CAMF	-4.615	48.269	36.231
NL.G204	6.895	53.335	2524.663
KO.EZN	26.325	39.825	407.063
HP.KSTR	20.576	39.249	0.000
NL.G511	6.885	53.173	2414.484
RO.HUMR	24.980	44.528	681.612
FN.RNF	26.014	66.609	43.054
GE.IMMV	23.981	35.461	31.522
GR.BRG	13.944	50.873	8.826
NS.SKAR	8.304	60.681	15.706
NS.STOK	13.018	66.333	9.829
NL.G014	6.731	53.443	2417.482
CH.WALHA	9.123	47.753	19.634
FR.OGVG	6.112	44.815	9.964
SX.LANDS	12.163	51.526	26.645
TH.MODW	12.468	50.943	33.831
OE.KBA	13.345	47.078	7.989
FR.OLIV	-4.144	47.923	22.224
GR.CLL	13.002	51.308	15.511
GR.BFO	8.330	48.330	9.686
FR.AJAC	8.763	41.928	12.142
Z6.A026A	14.551	46.933	12.798
FR.SALF	1.188	42.759	39.482
GE.IBBN	7.759	52.306	444.787
NL.G701	6.538	53.241	2541.651
HU.LTVH	21.901	47.385	137.791
NL.G552	6.846	53.143	2469.447
GU.ENR	7.420	44.227	38.320
BW.TON	11.289	48.174	95.627
NL.G113	6.889	53.367	2166.500
IV.APEC	12.420	43.558	409.492
3D.OEM5	14.966	38.422	241.141
GR.HLGB1	7.912	54.183	195.209
NL.G321	6.579	53.250	2443.769
Z6.A261A	17.149	46.952	679.670
NL.G282	6.729	53.272	2775.946
GU.CANO	8.237	44.208	130.828
Y8.RO05A	24.314	44.980	648.191
FR.BOUF	-1.638	47.161	12.354
CH.TRULL	8.682	47.649	38.213
BW.MGS01	11.510	48.067	219.599
CH.LKBD2	7.644	46.375	13.824
NL.FR044	6.119	52.876	2340.890
HA.ACOR	22.869	37.891	254.517
KO.YESY	33.743	37.782	7217.545
IV.SCIC	14.672	36.796	25.085
NL.ZH011	4.288	51.914	2390.375
IV.SCIAC	13.102	37.516	25.758
NL.G434	7.079	53.232	3238.380
NL.T051	6.906	52.381	2552.071
QE.HNA0	4.957	60.611	28.059
UP.NRAU	15.040	59.571	21.995
CH.BOURR	7.230	47.394	12.781
NL.G533	7.080	53.167	2429.867
NO.ARD6	25.490	69.523	13.371
RO.VARL	27.849	45.900	726.397
Z6.CP03A	20.082	49.747	77.151
KO.BGKT	28.773	41.181	391.500
GE.ISP	30.509	37.843	19.136
IV.PTRP	16.061	40.521	22.217
CA.CORG	1.317	42.229	19.790
NL.G172	6.636	53.336	2375.093
NL.ZLV4	6.753	53.092	5958.335
KO.KAMT	33.712	39.369	81.469
FR.CHIF	-0.406	46.133	13.923
FR.HARD	1.944	49.305	25.155
Y5.BH03A	17.689	43.821	147.059
GU.POPM	10.757	44.045	1139.335
IX.LIO3	15.180	40.897	206.968
KO.APMY	29.302	37.472	869.865
CH.LLS	9.008	46.847	9.053
KO.KIZT	31.883	38.881	8635.863
HL.PRAS	24.550	41.352	0.000
NL.G362	6.924	53.265	2364.008
IV.VISG	11.434	44.189	107.213
CH.SAIRA	7.086	47.303	39.879
IV.PGEL	11.979	36.794	587.549
NL.L2076	6.974	52.757	2477.178
CH.DAGMA	8.012	47.231	21399.766
IV.MPG	13.360	38.162	77.597
IV.PTMR	14.035	40.761	267.803
IV.IFOR	13.855	40.712	516.671
OE.SQTA	11.209	47.221	9.236
NL.G092	6.725	53.388	2350.413
NL.G131	6.669	53.349	2539.754
HP.GUR	22.342	37.936	36.162
RO.SULR	26.253	44.678	171.515
1Y.GR16	21.938	40.042	395.622
NS.HYA	6.186	61.163	10.794
GR.GRA2	11.358	49.654	18.519
NL.G624	6.842	53.387	5165.557
KO.CRLT	27.736	41.129	5816.547
CQ.PARA	34.040	34.994	53.076
OE.VIE	16.362	48.248	122.789
Z6.A036A	12.309	47.379	22080059.827
1Y.GR33	22.334	36.762	29.717
RO.BZS	21.640	45.619	37.645
NL.G601	7.075	53.298	2401.419
SL.JAVS	14.064	45.893	23.963
TH.BONN	11.002	51.307	470.044
NL.TERZ	5.906	50.757	83.525
KO.RUZG	31.794	40.724	599.301
NL.VBG2	6.669	52.544	6501.537
HL.IACM	25.071	35.306	197.541
KO.SARI	36.418	38.407	774.846
FR.MERIC	1.948	49.898	19.650
NL.G114	6.889	53.367	2362.074
IV.PZUN	15.807	40.646	201.126
BW.MGSBH	11.639	48.030	547.414
IV.ESCV	14.815	37.747	48.648
NL.G013	6.731	53.443	2666.310
XP.FR06A	3.447	46.378	2948.582
IV.EPDN	15.017	37.766	1426.090
IV.OVO	14.397	40.828	27.331
HA.THIV	23.332	38.299	289.486
NL.FR022	5.930	52.856	2327.122
Y8.PL10A	21.890	49.905	1004.511
FR.MORSI	9.363	42.953	45.134
NS.KMY	5.245	59.211	10.542
NS.VADS	29.365	70.120	21.300
HP.AMT	21.709	37.532	17.218
NL.G452	6.764	53.200	2448.359
IV.ORZI	9.931	45.406	58.815
NL.G203	6.895	53.335	2348.861
GR.TNS	8.449	50.224	13.466
AC.SRN	20.000	39.880	13.887
HT.ALN	26.046	40.885	66.891
FR.BSTF	5.643	43.801	533.742
NL.G642	7.038	53.221	2581.156
KO.DALY	28.653	36.816	1137.307
NL.N022	6.453	53.072	2219.079
FR.LATF	1.309	43.235	34.559
Y8.PL31A	18.354	50.070	101.817
NL.ZH034	4.400	51.978	2220.515
NL.G411	6.892	53.223	2321.417
FR.OGSM	5.697	45.609	51.609
IV.EMAS	15.053	37.579	1006.388
NL.G304	6.895	53.279	2422.233
IV.CROCE	14.534	36.833	71.363
IV.MUCR	14.874	38.043	20.478
XP.FR18A	2.807	44.967	502.882
NL.FR061	6.024	53.001	2438.932
TH.POSS	10.867	51.333	408.986
KO.TAHT	36.185	36.376	2350.862
SX.SCHF	12.403	50.677	1266.269
FR.PIAF	7.617	44.116	22.893
FR.NIMR	7.203	43.680	1146.477
IV.EPOZ	15.188	37.672	30.760
FR.OGDI	6.225	44.109	111.151
NL.L2071	6.975	52.757	3002.761
NO.NC602	11.541	60.735	8.995
NL.G262	6.546	53.282	2458.426
TH.THWA	10.677	50.763	443.821
AC.KBN	20.787	40.624	134.757
HL.GVD	24.087	34.839	219225.976
HL.TETR	21.275	39.344	154.607
KO.YAYX	33.812	38.939	3333.095
HA.PSAH	23.647	38.569	199.305
GR.SCHI	12.845	53.341	24.863
NL.VLW1	7.097	52.968	3728.593
NL.G623	6.842	53.387	2166.871
BW.FFB1	11.275	48.163	18.400
Y5.BH13A	16.320	44.891	15.161
1Y.GR11	22.190	40.523	94.320
Z6.AL03A	20.005	41.602	457.057
HP.ANX	21.921	38.593	0.000
TV.SU26	8.490	39.123	79.035
IV.CESI	12.905	43.005	250.649
IV.VPOB	14.383	40.853	272.203
CH.ACB	8.255	47.588	31.441
GB.CCA1	-5.228	50.187	36.912
7C.CS2FS	16.258	39.293	200.468
Y8.RO34A	22.996	46.414	3.635
IV.CSNT	11.290	43.473	17.954
XE.SHEVA	16.168	39.815	82.110
NL.G192	6.817	53.338	2522.710
NL.G031	6.598	53.416	2233.069
HL.KSTE	25.337	35.180	36445.724
BW.ROTZ	12.207	49.767	9.333
NL.G534	7.080	53.167	2429.433
PL.SUW	23.181	54.013	75.732
NO.ARD1	25.509	69.548	15.762
NS.HOMB	8.505	58.270	137.138
RO.STFAR	24.961	44.863	2049.887
NL.ZLV3	6.753	53.092	5932.898
SL.SKDS	14.014	45.546	8.416
UD.AKBB	29.224	50.701	47.607
IV.CGL	9.296	39.366	617.371
Z6.A271A	18.834	47.155	192.619
RO.TLBR	28.047	44.544	909.280
NL.G221	6.678	53.310	2441.120
FR.BRGF	1.771	45.957	17.885
FR.MTNF	-0.846	48.272	12.704
NL.G382	6.548	53.201	2507.795
NS.SNART	7.210	58.339	25.587
HE.RAF	21.765	61.022	20.570
NL.NIW2	6.043	53.355	6065.914
NL.G072	6.546	53.395	2378.720
FR.ENAUX	6.777	44.109	10.456
CL.PSAM	22.184	38.322	623.704
NL.FR043	6.119	52.876	2216.636
Z6.CP13A	20.341	48.712	702.195
WM.AVE	-7.413	33.298	30.017
OE.MOA	14.266	47.849	9.282
TH.ANNA	12.645	50.889	10.371
NL.G433	7.079	53.232	2061.141
NL.GK041	6.326	53.246	2340.085
KO.PHSR	27.524	41.631	197.904
